Mouse_ID,Unique_ID,Sex,Line,Line_stock,Background_strain,Alleles,Genotype,Diet,Birth_Date,Age_Group,CFC_Test_0s_120s,CFC_Test_120s_240s,CFC_Test_240s_360s,CFC_Test_360s_480s,CFC_Test_480s_600s,CFC_Test_0s_600s,CFC_Train_0s_150s,CFC_Train_151s_191s,CFC_Train_295s_335s,CFC_Train_429s_469s,CFC_Train_574s_614s,CFC_Train_0s_700s,Frailty_Weight,Frailty_Alopecia,Frailty_Loss_of_fur_color,Frailty_Dermatitis,Frailty_Loss_of_whiskers,Frailty_Coat_Condition,Frailty_Piloerection,Frailty_Cataracts,Frailty_Eye_discharge_swelling,Frailty_Microphthalmia,Frailty_Corneal_opacity,Frailty_Nasal_discharge,Frailty_Rectal_prolapse,Frailty_penile_prolapse,Frailty_Diarrhea,Frailty_Body_condition,Frailty_Hind_Limb_Clasping,Frailty_Gait_disorders,Frailty_Menace_reflex,Frailty_Tremor,Frailty_Tumors,Frailty_Kyphosis,Frailty_Breathing_rate_depth,Frailty_Tail_stiffening,Frailty_Malocclusions,Frailty_Distended_abdomen,Frailty_Vestibular_disturbance,Frailty_Righting_Reflex,Frailty_Vision_loss_Visual_placing,Frailty_Index_Score,Frailty_Body_Temperature,Frailty_Notes,OF_Ambulatory_Activity_Count,OF_Ambulatory_Time,OF_Ambulatory_Episode_Count,OF_Margin_Distance,OF_Center_Distance,OF_Margin_Time,OF_Center_Time,OF_Clockwise_Revolutions,OF_Counter_Clockwise_Revolutions,OF_Stereotypic_Episode_Activity_Count,OF_Stereotypic_Activity_Count,OF_Stereotypic_Episode_Count,OF_Stereotypic_Time,OF_Movement_Episode_Count,OF_Movement_Time,OF_Total_Distance,OF_Rest_Time,OF_Rest_Episode_Count,RR_Test_Additional_Notes,RR_Test_Average_Latency_to_Fall,RR_Test_T1,RR_Test_T2,RR_Test_T3,RR_Test_T4,RR_Test_Notes,RR_Test_Experiment_Date,RR_Test_Assay,RR_Test_Age_at_Test_Days,RR_Test_Age_at_Test_Months,RR_Test_Unique_ID,RR_Train_Additional_Notes,RR_Train_Average_Latency_to_Fall,RR_Train_T1,RR_Train_T2,RR_Train_T3,RR_Train_T4,RR_Train_Notes,Ymaze_Total_Arm_Entries,Ymaze_Number_of_Spontaneous_Alternations,Ymaze_Alternation_Ratio,Ymaze_Latency_to_Leave_Start_Arm,Frailty_Integument,Frailty_Musculoskeletal,Frailty_Vesibular,Frailty_Ocular_Nasal,Frailty_Digestive_Urogenital
49094,hom_cohort8_50,Male,B6.Cg-Tardbp<em9Lutzy> Apoe<tm1.1(APOE*4)Adiuj>  Mapt<em2(V28) Psen1<em1 (M146LL286V)> App<em5(hAPPSwe)Msasn,34546,B6,App_Psen1_Mapt_Tardbp_Apoe,Hom,6% Extruded,8/2/2022,9,62.89,66.67,62.53,40.58,60,58.53,0.89,18.67,38,25.33,38,30.67,31.9,0,0.5,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,3,37,0,11561,175.8,21,2857.69,1924.71,2135.83,1464.17,20,12,9275,2000,735,264.5,654,2231.99,4782.39,1368.02,646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,14,77.77777778,7.541,2,1,0,0,0
49107,hom_cohort8_78,Female,B6.Cg-Tardbp<em9Lutzy> Apoe<tm1.1(APOE*4)Adiuj>  Mapt<em2(V28) Psen1<em1 (M146LL286V)> App<em5(hAPPSwe)Msasn,34546,B6,App_Psen1_Mapt_Tardbp_Apoe,Hom,6% Extruded,8/2/2022,9,45.23,72,90.24,78.94,70.67,71.47,1.24,0,35.33,32,37.33,36.41,36.8,0.5,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,2.5,37.2,NA,11133,210.89,15,5005.42,1572.95,3028,572,25,21,6869,1260,516,215.86,695,2120.51,6578.37,1479.5,691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,16,55.17241379,19.153,2,0,0,0.5,0
49130,hom_cohort8_95,Female,B6.Cg-Tardbp<em9Lutzy>Apoe<tm1.1(APOE*4) Aduuj> Psen1<em1>App<em5(hAppSwe)Msasn,34544,B6,App_Psen1_Tardbp_Apoe,Hom,6% Extruded,8/2/2022,9,41.02,50.89,68.44,71.11,62.05,58.69,0,0,2.67,26,16.67,22.51,32.5,0.5,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,36.4,NA,10764,197.14,14,4398.85,1136.03,3251.47,348.55,10,24,7325,1504,572,278.89,620,2235.24,5534.87,1364.76,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,13,32.5,3.07,2.5,0,0,0,0
49110,hom_cohort8_65,Female,B6.Cg-Tardbp<em9Lutzy> Apoe<tm1.1(APOE*4)Adiuj>  Mapt<em2(V28) Psen1<em1 (M146LL286V)> App<em5(hAPPSwe)Msasn,34546,B6,App_Psen1_Mapt_Tardbp_Apoe,Hom,6% Extruded,8/9/2022,9,65.41,75.83,79.38,68.51,79.78,73.73,1.6,6.67,58.67,80,34.67,50.17,29.4,0.5,0.5,0,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38.1,NA,7799,164.46,30,3063.43,1321.81,2917.09,682.91,17,12,4890,1272,463,229.93,714,1686.41,4385.23,1913.59,712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,8,38.0952381,6.006,3,0,0,0,0
49124,hom_cohort8_23,Male,B6.Cg-Tardbp<em9Lutzy>Apoe<tm1.1(APOE*4) Aduuj> Psen1<em1>App<em5(hAppSwe)Msasn,34544,B6,App_Psen1_Tardbp_Apoe,Hom,6% Extruded,7/26/2022,9,72.73,87.36,77.11,83.81,71.94,78.56,0,4,5.33,28.67,51.33,37.1,37.4,0.5,1,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,4,38.2,0,8598,165.57,28,2154.86,1066.11,3011.36,588.66,20,6,6190,1465,558,271.06,688,1989.07,3220.97,1610.95,683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,22,57.89473684,5.773,3,0.5,0.5,0,0
49144,hom_cohort8_72,Female,B6.Cg-Tardbp<em9Lutzy>Apoe<tm1.1(APOE*4) Aduuj> Psen1<em1>App<em5(hAppSwe)Msasn,34544,B6,App_Psen1_Tardbp_Apoe,Hom,6% Extruded,7/26/2022,9,47.89,90.47,86.67,91.13,94.67,82.13,0,0,8,18.67,40,27.62,29.3,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36.9,NA,14638,222.48,22,4974.75,3180.75,2597.65,1002.36,40,25,10278,1585,640,245.99,537,2474.9,8155.53,1125.1,531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,26,54.16666667,1.001,1,0,0,0,0
49145,hom_cohort8_17,Male,C57BL/6J,664,B6,Control,WT,6% Extruded,8/2/2022,9,55.88,82.89,84.22,74.44,65.26,72.52,0,7.33,26,23.33,52,34.97,25,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0,0,0,0,1,0,0,0,0,3.5,36.4,CLAM case in for malocclusion,18807,298.24,19,6810.69,2825.53,3069.19,530.82,26,34,13265,1636,629,186.15,506,2764.57,9636.22,835.45,495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,7,43.75,1.234,1,1.5,0,0,1
49109,hom_cohort8_80,Female,B6.Cg-Tardbp<em9Lutzy> Apoe<tm1.1(APOE*4)Adiuj>  Mapt<em2(V28) Psen1<em1 (M146LL286V)> App<em5(hAPPSwe)Msasn,34546,B6,App_Psen1_Mapt_Tardbp_Apoe,Hom,6% Extruded,8/2/2022,9,45.68,62,71.84,68.74,44.67,58.58,0,6,26,29.33,23.33,21.31,23.7,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,37.9,NA,13155,228.8,19,6914.99,2169.95,3058.77,541.24,31,38,8138,1463,600,234.98,621,2339.88,9084.89,1260.13,613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,21,48.8372093,1.368,0.5,0,0,0.5,0
49027,hom_cohort8_106,Female,C57BL/6J,664,B6,Control,WT,6% Extruded,8/2/2022,9,25.72,54.89,47.11,36.59,50.67,43.02,0,20.67,46,70,69.33,42.9,36.6,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,36.4,0,12158,227.77,40,5280.69,1699.52,3302.67,297.34,22,20,7883,1342,512,229.31,655,2221.28,6980.21,1378.72,648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,16,59.25925926,13.247,0.5,0,0,0,0
49142,hom_cohort8_70,Female,B6.Cg-Tardbp<em9Lutzy>Apoe<tm1.1(APOE*4) Aduuj> Psen1<em1>App<em5(hAppSwe)Msasn,34544,B6,App_Psen1_Tardbp_Apoe,Hom,6% Extruded,7/26/2022,9,26.16,54.32,73.78,76.27,78,61.78,0,0,14.67,21.33,26,30.97,27.8,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1.5,37.6,NA,12294,219.6,26,4955.28,2294.9,2837.57,762.45,30,25,7067,1106,456,168.2,665,1974.72,7250.16,1625.28,659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,23,63.88888889,5.005,1,0,0,0.5,0
49114,hom_cohort8_69,Female,B6.Cg-Tardbp<em9Lutzy> Apoe<tm1.1(APOE*4)Adiuj>  Mapt<em2(V28) Psen1<em1 (M146LL286V)> App<em5(hAPPSwe)Msasn,34546,B6,App_Psen1_Mapt_Tardbp_Apoe,Hom,6% Extruded,8/9/2022,9,39.02,55.11,52.22,48.44,44.64,47.89,0,0,6,32,32,27.05,24.5,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,36.7,NA,9712,173.4,23,3550.63,1354.65,3041.52,558.48,17,19,6531,1472,550,257.05,738,1964.02,4905.29,1635.98,732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,3,17.64705882,1.535,1.5,0,0,0,0
49115,hom_cohort8_43,Male,B6.Cg-Tardbp<em9Lutzy>Apoe<tm1.1(APOE*4) Aduuj> Psen1<em1>App<em5(hAppSwe)Msasn,34544,B6,App_Psen1_Tardbp_Apoe,Hom,6% Extruded,7/26/2022,9,82.26,85.78,96.67,62.67,81.07,81.69,2.84,64.67,75.33,50,71.33,53.26,38.5,0,0.5,0,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,3.5,36.8,0,8854,191.98,33,2860.41,1365.23,2693.36,906.65,13,12,6034,1324,526,234.63,694,1975.96,4225.64,1624.05,688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,13,86.66666667,4.037,2.5,1,0,0,0
49025,hom_cohort8_104,Female,C57BL/6J,664,B6,Control,WT,6% Extruded,8/2/2022,9,37.92,72.44,66.44,80.71,89.11,69.29,0,0,30.67,86.67,74.67,45.56,25.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,37.7,0,14923,260.18,21,5850.59,2428.76,3080.96,519.05,25,34,9770,1364,544,225.26,581,2416.33,8279.35,1183.69,576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,15,68.18181818,11.878,0.5,0,0,0.5,0
49026,hom_cohort8_105,Female,C57BL/6J,664,B6,Control,WT,6% Extruded,8/2/2022,9,35.48,57.78,55.56,55.65,26.22,46.09,0,5.33,29.33,52.67,42.67,35.31,30.7,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,37.5,0,13381,215.45,16,4693.25,2167.93,2918.13,681.88,18,21,9809,1581,636,253.23,591,2323.73,6861.21,1276.3,582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,20,76.92307692,2.436,0.5,0,0,0,0
49122,hom_cohort8_38,Male,B6.Cg-Tardbp<em9Lutzy>Apoe<tm1.1(APOE*4) Aduuj> Psen1<em1>App<em5(hAppSwe)Msasn,34544,B6,App_Psen1_Tardbp_Apoe,Hom,6% Extruded,7/26/2022,9,38.67,34.89,44.35,22.39,16,31.29,0,0,7.33,17.33,19.33,11.01,30.2,0,0.5,0,0,1,0.5,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,3.5,37.8,0,9405,166.97,20,3652.32,827.29,3230.03,369.98,10,27,6863,1610,542,299.35,659,2011.66,4479.61,1588.35,654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,18,62.06896552,12.946,2,1.5,0,0,0
49125,hom_cohort8_24,Male,B6.Cg-Tardbp<em9Lutzy>Apoe<tm1.1(APOE*4) Aduuj> Psen1<em1>App<em5(hAppSwe)Msasn,34544,B6,App_Psen1_Tardbp_Apoe,Hom,6% Extruded,7/26/2022,9,20.4,31.26,50,42.57,20.27,32.92,1.78,12.67,26,41.33,39.33,18.55,40.1,0.5,0.5,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,3,38.2,0,5350,151.06,24,1948.74,642.56,2952.5,647.5,4,15,5314,2594,625,361.96,631,1770.41,2591.32,1829.59,628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,18,60,14.381,2.5,0,0,0.5,0
49112,hom_cohort8_67,Female,B6.Cg-Tardbp<em9Lutzy> Apoe<tm1.1(APOE*4)Adiuj>  Mapt<em2(V28) Psen1<em1 (M146LL286V)> App<em5(hAPPSwe)Msasn,34546,B6,App_Psen1_Mapt_Tardbp_Apoe,Hom,6% Extruded,8/9/2022,9,22.62,40.8,64.08,43.9,48,43.91,0,2.67,4,21.33,4,21.6,26.6,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,2.5,36.6,NA,11664,191.65,19,3545.76,1906.76,2681.86,918.16,16,19,7682,1458,590,239.02,704,2108.58,5452.53,1491.43,696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,10,62.5,18.385,1,1,0,0.5,0
49121,hom_cohort8_37,Male,B6.Cg-Tardbp<em9Lutzy>Apoe<tm1.1(APOE*4) Aduuj> Psen1<em1>App<em5(hAppSwe)Msasn,34544,B6,App_Psen1_Tardbp_Apoe,Hom,6% Extruded,7/26/2022,9,17.56,50,11.97,8.43,8.89,19.38,0,0,0,0,0,2.1,31.7,0,0.5,0.5,0,1,0.5,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,4,36.3,CLAM  Small amount of derm near genitals,14555,236.64,20,6624.51,2701.77,2892.83,707.18,49,14,9419,1400,527,237.39,617,2278.49,9326.28,1321.52,607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,32,49.23076923,10.511,2.5,1.5,0,0,0
49031,hom_cohort8_15,Male,C57BL/6J,664,B6,Control,WT,6% Extruded,8/2/2022,9,48.56,79.56,63.56,52.22,59.91,60.78,0,8,39.33,62.67,50,42.25,38.7,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,2,36.3,"Had to restrain twice for temperature, kept pooping",9766,185.62,16,3391.61,994.64,3384.29,215.73,14,16,6767,1419,579,272.91,682,2154.75,4386.25,1445.25,677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,15,48.38709677,7.541,1,1,0,0,0
